stock_code,fiscal_year,ESG_passage_en
001120,2023,"A price shift factor is affected each year by the expansion of energy-insurved energy reserves, especially in terms of infrastructure, in terms of the expansion of energy requirements for the reservation of the LXglass, but also by the growth of energy-reservation of the sub-inservation of the industry."
001120,2024,"It seems to be an increase in the capacity of the industry to provide less air, water water, waste, and so on."
001130,2022,The primary purpose of the capitalist administration is to maintain the sales and sub-servitation of the sub-servation of the sub-servation and sub-servation of the sub-servation of the sub-servation and sub-servation of the sub-servation of the sub-servation of the sub-servation and sub-servation of the sub-servation of the sub-servation of the sub-servation.
001130,2023,"In addition, the current reserve of non-investances and sub-instances of the sub-servation of the sub-servation of the sub-servation of the sub-servation and sub-servation of the sub-instance of the sub-servation of the sub-instance of the sub-servation of the sub-servation of the sub-inservation of the sub-servation of the sub-inservation of the sub-servation of the shares."
001130,2024,"The primary purpose of the capitalist administration is to maintain the maintenance of the sub-station of the sub-integration of the sub-station of the sub-servation and sub-station of the sub-servation of the sub-station and sub-station of the sub-servation of the sub-servation of the sub-station and sub-station of the sub-station of the sub-station of the sub-servation. In this case, the current sub-station of the sub-station of the sub-station of the sub-station of the sub-strates of the substation, the sub-station of the substation of the substation of the substation of the substation of the substation of the subs of the subs who are responsible."
001140,2022,"In addition to providing the sub-prisonment of the board's sub-prisonment services, which are quickly and safely subservious to customers, the board's subsidial service, storage, shipping, packaging, and distribution services, as well as the creation of Win-Wins with partners, are combined to provide the four-party services. If there is a stable supply of domestic and foreign partners and partners who are willing to provide for the needs of the subsitudination of the subsitudination of the subsitudination of the subsidy, the subsidivision of the subsitudination of the subsidys, the subsidivision of the subsidys of the subsidys."
001140,2023,"In addition to providing a primary sub-state service, which is quickly and safely subsidial service, storage, shipping, packaging, and distribution services for the basic third-party service of the company, the partner's diagnosis of win-Win relations with the partner is, of course, a comprehensive enterprise that continues to provide four-party services."
001140,2024,"In addition to the defaults of the sub-prisoned subsidy of the subsidy of the subsidy of the subsidy, the subsidy of the subsidy of the subjugation of the subsidivision of the subjugation and subjugation of the subjugation of the subsidiaries."
001200,2022,"On the other hand, the sustainability report and various external activities have been tried to maintain control of the board's privileges and reputations."
001200,2023,"On the other hand, various external actions have been tried to improve the capacity and reputation of the company."
001200,2024,"On the other hand, the party has been working on the capacity and reputation of the company through various external activities."
001210,2022,"The objective of capital control (1) is to keep up with the ability to keep up the interest of the upper-intensive and upper-intensive authorities and to keep up with the demand for more than 20-year-olds, and to keep up with the demand for more than 20-year-olds, and to keep up with the demand for more than 20-year-olds of energy, but to keep up with more than 20-year-olds of the upper-intenstimitance of the upper-intenstance of the upper-intenstance and upper-intenstance of the upper-intenstancestance of the upper-intenstancestancestancestances of the average market."
001210,2023,"The objective of the subsidy (capital property control) is to maintain the benefits of the subsidy of the subsidy of the subsidiaries as an enterprise, and to maintain the cost of capital to those who are in charge of the subsidy. If the reserve of the subsidy is required for the maintenance of the capital structure, the linkage to the shareholders of the shareholders, or to adjust the shareholders of the subsidy, is to regulate the state's equity of the subsidy of the subsidy, and to ensure the maintenance of the subsidys of the subsidystratestrates, and to ensure that the growth of the substratestrates of the subsidystrates of the subsitrates of the subsidys."
